reviewId,userName,content,score,appVersion
e0e0b563-b7fa-44e8-b43e-95a2852992ac,Huỳnh Sơn (Kênh giải trí tổng hộp),"Tôi yêu cầu xóa dứ liệu của tôi trên nền tản nầy ví tôi nghĩ ngờ có người chiếm đạt tài khoản nầy của tôi, bởi vì sđt thì đúng còn e mail lại kg đúng",1,9.5.6
dfc84ee4-fdd5-4f39-a9a3-e2ee9f080de5,Khanh Mai,Ok,5,10.9.1
62356607-1c47-496e-ba78-3afc860dfef7,Văn Dũng,Như long cac,1,
1c9fde61-10de-43e8-81f2-ad3a2ecac83c,Phương Lường,Hay,5,10.9.1
0c4e64ff-7702-4fe7-ad91-e2e4082e2b2d,Lien Nguyễn,Rùng Telegram vừa ăn toàn lại bảo mật thông tin tốt,5,10.9.1
67d72675-3f6e-4075-8d95-002b7acc010e,Ni Noi,Mong nhà phát triển Telegram bổ sung thêm ngôn ngữ Tiếng Việt Nam 🇻🇳 Xin cảm ơn,4,10.9.1
3530ded7-558e-4d94-ba98-dafe4bbab7e7,Đạt,L t vừa đăng nhập bằng số tài khoản r gg r thoát ra kiếm tra tự nhiên có ai ở California gọi tao 1+ đó,2,
61ecbb35-119f-4ae1-81a9-1c10471efeeb,Nghi Gia,Nó rất tiện dụng,5,
84ae45a0-4c31-496e-8cbf-4747daca877d,Trongnhan Cuahang,Mắt nít lấy lai k được măt đăng nhặp từa lưa hết cuối cùng cũng k được luôn,2,10.9.1
5210cdf6-4d34-4f3f-9a4a-adc51e923b7f,Vu Mai,Lỗi,1,10.9.1
8cbd7312-4172-413d-90df-6441a1fc1306,Kim Như,tôi nhập code để vào mà nhập hoài kh đc vào!,4,10.9.1
5359bae3-f767-4e8c-acbe-99c591efc805,Oggy Man,Ứng dụng như c vậy đăng nhập mãi ko đc,1,10.9.1
2e26e213-b519-4ce1-915e-0390ecd4a791,Khanh Bảo,Sao ko gửi mã xạc thực qua email vậy,1,
f722ad3d-2a0d-48e6-b0e1-41e2f7db772e,Thanh Trúc Mai,K thích,1,
1e8fd348-81b2-478e-a253-db2b8670ff2e,Thoa Hoang,K nên sử dụng,1,10.9.1
b49ebc10-8bc2-4a12-9ff4-e9a884a0c146,Chau Phi 1991,Thông báo suốt làm tốn pin thí mồ,1,10.9.1
a8db1732-ad52-4527-aedf-8258a162638c,Duc Minh,Xoá đi tải lại lại thêm 1 cái email ảo chẳng biết đâu ra xin mọi ng chỉ e ạ,1,10.9.1
aca9cb4b-0903-4d30-b2ee-00e63b59d859,Minh Minh,Sập app đi nhé công ty telegram nói thật !!,1,
c5eccc28-dcbf-47a5-af65-48e390609eb8,Ang Lo,Tôi nói luôn nè ứng dụng này như đầu cặc,1,10.9.1
4ecc8d31-6251-4b35-89a3-314023f422e6,Hiệp Nguyễn,Đéo có tiếng việt,1,10.9.1
593a2eb7-16db-4447-b6a8-97887b624e24,Longnguyen 4/7,Hay,5,
d841b27b-d71b-4a79-a1e1-1ffacd36b8df,Sunny Dz,Thầy Triều,5,10.9.1
27d367db-51b6-4062-b666-d6fbcd630a4f,Quỳnh Phạm,Rất tốt,5,10.9.1
d2779750-859c-4fcf-a02b-bc52199c34c3,Linh Nguyễn Dream,Ứng dụng rất hay,5,
3e1bf64f-a24e-42b7-9ce4-0b51e007948c,Dat Thanh,rất là hậu,5,10.9.1
07984fc6-8ae5-4ed3-8ada-c5a03d25e58a,Bach Hoang,Cũng tàm tạm.nuốt quá thì xóa thôi,5,10.9.1
2a6daa62-46ba-4fdd-8f10-361c48734074,Khang Công,Toàn xéttt,1,
dd78ca7b-a837-45d0-82a1-07de1500b4d2,Huy Minh,Ok rất tot,5,10.9.1
5c01dc56-ac01-45bf-8f63-509fd9925d31,Nguyen Thanh hoang,Rat ok,5,10.9.1
97bb4cae-703e-4dc2-9fc0-54e0db44fd9e,Văn Lương Hoàng,Sao đăng nhập vào ko đc quá tệ,1,
2019e8a1-35dc-4bb3-9fa6-1bcb0dbe12b2,Sum 68,Ok,5,10.9.1
01d07d66-bfc0-4a00-bedb-e01bdc5a91fb,Linh Nguyễn,mọi người xoá hồ sơ trên ứng dụng được k chỉ e với,1,10.9.1
0730981d-2fdc-495c-b7f5-cf10a2f330c4,Tien Nguyen,app dành cho bọn lừa đảo thật các bác ạ🤣🤣🤣,1,10.9.1
42bbcc8b-5fc0-44c3-b492-298db1ebff5e,Hưng Trương,Ứng dụng loll dell gửi code lừa đảo à,1,10.9.1
3d96cd3e-f292-4655-a484-51c53c3ff99a,꧁๖ۣۜTɦĭêη ๖ۣۜTôη꧂,Đăng nhập lại OK rồi nha các ae,5,10.6.1
47f133a5-f2e1-4f99-9a26-83d359a42150,Thuyet Ngoc,Chất lương,5,10.9.1
b371d6dd-891c-4b96-a29b-cc08cef03088,Bobo Bobo,Tốt,5,10.9.1
ef990eb6-2946-42f9-8c71-bfffe3c00a96,Khieu Vy,Ok,5,
493ec5be-b901-4068-ae00-fb3f01d27196,Tai Tai,Hay,5,
9498b091-458f-46b6-8776-330f05c53c33,Văn bé Nguyễn,Rất tuyệt vời xin cảm ơn chương trình cho tôi một trải nghiệm thật thú vị,5,10.9.1
0970276f-8be3-415b-8184-ad533d8b4004,Trọng Diệp,Mượt,5,10.9.1
da3dfce5-521d-45a3-a6a9-4d0241eac7b4,tu Tran thi cam tu,Khuyến mãi code,3,10.9.1
b57a67aa-5ce1-4440-98e6-5ff695e5f776,Bình Lê,"Ai chơi kiểu kiếm tiền app này không, mn khuyên đừng nghe trên mạng facebook rủ kiếm tiền hay j đều ra bày trò lừa tiền bạc của mn nên bỏ lun ngay.",1,10.8.2
ae0b46eb-3176-41f6-bec0-a4d9e62dc3fc,Nguyễn Cuong,Hay,5,
55be5e87-3908-44b6-9486-26bfc07fa97e,Hậu VT,Ok,5,10.9.1
d2a85f85-5017-4d9f-8651-4ad0feeb0ef0,Tam Pham,Không muôn co,1,
f6f14ada-0c80-4852-a4e7-45101a6ca68d,Trọng An Nguyễn,Ok,2,10.9.1
df193b4d-50bd-4626-85ce-d44c271c0914,Nhựt Lê,Tốt,5,10.8.2
a12f296b-f34e-4d0a-94d8-501bf4995f45,Dinh thinh,good,5,10.9.1
ef99923a-a0f4-4280-b546-75dce2651540,Trung Thành Luu,Như db có tài khoản rồi mà vào ko được chịu loll cho 5 sao luân,5,10.9.1
7105cb16-65f4-45b2-9d35-d4ef723897db,Truong Ngô,ok,5,10.9.1
3b05dfec-8be9-40ec-9227-2842f5484903,Phuong Thanh,Ok,5,
00147012-f018-4b89-a3df-49bd3811cf16,Diem Truongvan,Tốt,5,
d487e425-fcfa-494b-829f-b99c93d79742,Phiến Phạm,1*😠,1,
8c3fa901-41ad-4cff-b96e-8f726f504e74,Toi Tran,Ok,5,10.9.1
8473b3e2-80f9-46bf-92d0-02d6d7613564,Thiên Ânn (Cũn),🥰,5,
197c9e4b-99dd-4efa-9cae-23bcbf953805,A10 Samsung,Ok,5,10.9.1
56074e56-e7e8-4eef-b009-6248464131cc,Batrung Ho,Ok,5,
bbe72e8b-bafb-4481-9a1c-0303923645bd,tuan tung,Good,5,10.9.1
6bde4ec1-ad2b-4091-b37d-7da44d9559e5,DT Hoàng称 (Hoàng称),tải video lâu vlon,1,10.1.3
687c5cd8-d33c-4ef6-8eb0-0df505e6a0f1,Dat Ba,Như loll,5,
39b87e55-b20a-40c3-87e8-be4894c69521,Thanh Luc Nguyen,"Hahahahaha, mấy thằng ngu dốt tiếng Anh.",5,10.9.1
062cfe1f-fb93-4960-9140-96f5dfe77642,Dong Nguyenthithudong,Hai lòng,5,10.9.1
dcb60ca2-eb12-409c-83cc-8110c3522738,Minh Khai,Sao mình tải telegram k đc nữa bạn ơi,5,10.9.1
